Seed, tf, trc, s
25659, 92, 34, 1
25660, 96, 32, 1
25661, 88, 30, 1
25662, 98, 38, 1
25663, 96, 40, 1
25664, 84, 36, 1
25665, 110, 48, 1
25666, 108, 40, 1
25667, 94, 38, 1
25668, 98, 34, 1
25669, 104, 44, 1
25670, 90, 34, 1
25671, 96, 32, 1
25672, 102, 50, 1
25673, 106, 56, 1
25674, 96, 40, 1
25675, 96, 34, 1
25676, 102, 36, 1
25677, 98, 32, 1
25678, 86, 34, 1
25679, 98, 34, 1
25680, 94, 52, 1
25681, 90, 36, 1
25682, 98, 42, 1
25683, 96, 42, 1
25684, 110, 40, 1
25685, 94, 40, 1
25686, 106, 50, 1
25687, 110, 36, 1
25688, 116, 36, 1
25689, 96, 30, 1
25690, 102, 44, 1
25691, 94, 38, 1
25692, 84, 42, 1
25693, 94, 40, 1
25694, 92, 34, 1
25695, 118, 54, 1
25696, 116, 42, 1
25697, 116, 50, 1
25698, 88, 24, 1
25699, 96, 40, 1
25700, 100, 42, 1
25701, 102, 42, 1
25702, 90, 42, 1
25703, 88, 36, 1
25704, 106, 48, 1
25705, 88, 30, 1
25706, 110, 46, 1
25707, 94, 36, 1
25708, 90, 38, 1
25709, 100, 46, 1
25710, 100, 50, 1
25711, 98, 26, 1
25712, 88, 34, 1
25713, 104, 38, 1
25714, 94, 50, 1
25715, 96, 50, 1
25716, 106, 40, 1
25717, 94, 44, 1
25718, 96, 30, 1
25719, 120, 60, 1
25720, 102, 34, 1
25721, 94, 40, 1
25722, 88, 40, 1
25723, 100, 32, 1
25724, 100, 44, 1
25725, 96, 42, 1
25726, 114, 50, 1
25727, 96, 36, 1
25728, 102, 44, 1
25729, 86, 34, 1
25730, 86, 32, 1
25731, 88, 36, 1
25732, 84, 36, 1
25733, 96, 38, 1
25734, 96, 40, 1
25735, 82, 30, 1
25736, 96, 42, 1
25737, 86, 30, 1
25738, 84, 40, 1
25739, 96, 40, 1
25740, 96, 34, 1
25741, 94, 38, 1
25742, 86, 36, 1
25743, 102, 44, 1
25744, 100, 34, 1
25745, 106, 34, 1
25746, 88, 38, 1
25747, 110, 58, 1
25748, 104, 38, 1
25749, 88, 30, 1
25750, 94, 40, 1
25751, 104, 38, 1
25752, 84, 38, 1
25753, 100, 34, 1
25754, 106, 38, 1
25755, 94, 52, 1
25756, 114, 56, 1
25757, 88, 44, 1
25758, 86, 34, 1
25759, 98, 30, 1
25760, 96, 40, 1
25761, 104, 36, 1
25762, 102, 34, 1
25763, 96, 50, 1
25764, 94, 26, 1
25765, 92, 46, 1
25766, 96, 42, 1
25767, 94, 32, 1
25768, 92, 40, 1
25769, 86, 30, 1
25770, 90, 34, 1
25771, 90, 32, 1
25772, 110, 42, 1
25773, 82, 34, 1
25774, 92, 34, 1
25775, 88, 40, 1
25776, 92, 44, 1
25777, 96, 38, 1
25778, 104, 36, 1
25779, 104, 46, 1
25780, 94, 38, 1
25781, 88, 40, 1
25782, 98, 42, 1
25783, 98, 44, 1
25784, 98, 48, 1
25785, 92, 42, 1
25786, 88, 36, 1
25787, 96, 50, 1
25788, 100, 40, 1
25789, 92, 46, 1
25790, 96, 36, 1
25791, 94, 34, 1
25792, 98, 36, 1
25793, 106, 36, 1
25794, 110, 38, 1
25795, 108, 44, 1
25796, 100, 34, 1
25797, 96, 40, 1
25798, 92, 38, 1
25799, 108, 36, 1
25800, 92, 38, 1
25801, 100, 42, 1
25802, 116, 44, 1
25803, 92, 36, 1
25804, 104, 46, 1
25805, 84, 38, 1
25806, 96, 46, 1
25807, 86, 32, 1
25808, 90, 46, 1
25809, 110, 46, 1
25810, 96, 28, 1
25811, 106, 50, 1
25812, 98, 30, 1
25813, 108, 36, 1
25814, 96, 44, 1
25815, 98, 38, 1
25816, 92, 38, 1
25817, 94, 34, 1
25818, 84, 36, 1
25819, 100, 42, 1
25820, 94, 34, 1
25821, 98, 34, 1
25822, 102, 38, 1
25823, 88, 36, 1
25824, 102, 48, 1
25825, 96, 40, 1
25826, 102, 30, 1
25827, 88, 42, 1
25828, 100, 30, 1
25829, 96, 34, 1
25830, 92, 42, 1
25831, 92, 40, 1
25832, 106, 44, 1
25833, 100, 44, 1
25834, 76, 30, 1
25835, 102, 40, 1
25836, 84, 38, 1
25837, 94, 36, 1
25838, 88, 28, 1
25839, 98, 48, 1
25840, 96, 40, 1
25841, 106, 48, 1
25842, 90, 26, 1
25843, 92, 30, 1
25844, 96, 38, 1
25845, 112, 36, 1
25846, 102, 38, 1
25847, 106, 48, 1
25848, 90, 38, 1
25849, 98, 42, 1
25850, 102, 46, 1
25851, 86, 34, 1
25852, 92, 44, 1
25853, 114, 42, 1
25854, 96, 48, 1
25855, 98, 42, 1
25856, 102, 38, 1
25857, 96, 44, 1
25858, 94, 30, 1
25859, 90, 40, 1
25860, 96, 34, 1
25861, 94, 38, 1
25862, 100, 42, 1
25863, 110, 48, 1
25864, 94, 50, 1
25865, 106, 42, 1
25866, 94, 36, 1
25867, 104, 34, 1
25868, 110, 44, 1
25869, 96, 36, 1
25870, 86, 30, 1
25871, 92, 46, 1
25872, 96, 34, 1
25873, 114, 44, 1
25874, 100, 36, 1
25875, 100, 40, 1
25876, 92, 44, 1
25877, 90, 38, 1
25878, 106, 36, 1
25879, 110, 42, 1
25880, 96, 40, 1
25881, 94, 36, 1
25882, 104, 48, 1
25883, 100, 40, 1
25884, 94, 32, 1
25885, 98, 38, 1
25886, 106, 36, 1
25887, 108, 42, 1
25888, 104, 38, 1
25889, 98, 36, 1
25890, 100, 32, 1
25891, 106, 40, 1
25892, 98, 40, 1
25893, 96, 42, 1
25894, 108, 48, 1
25895, 78, 36, 1
25896, 96, 36, 1
25897, 92, 40, 1
25898, 106, 40, 1
25899, 92, 34, 1
25900, 106, 32, 1
25901, 94, 40, 1
25902, 90, 28, 1
25903, 92, 36, 1
25904, 92, 42, 1
25905, 86, 42, 1
25906, 80, 36, 1
25907, 88, 22, 1
25908, 92, 46, 1
25909, 84, 38, 1
25910, 100, 42, 1
25911, 82, 40, 1
25912, 90, 28, 1
25913, 94, 36, 1
25914, 102, 40, 1
25915, 90, 34, 1
25916, 96, 36, 1
25917, 110, 50, 1
25918, 94, 40, 1
25919, 120, 40, 1
25920, 104, 36, 1
25921, 98, 44, 1
25922, 94, 44, 1
25923, 94, 34, 1
25924, 88, 38, 1
25925, 112, 42, 1
25926, 96, 36, 1
25927, 100, 44, 1
25928, 90, 42, 1
25929, 100, 42, 1
25930, 92, 34, 1
25931, 86, 40, 1
25932, 88, 34, 1
25933, 90, 40, 1
25934, 92, 32, 1
25935, 110, 48, 1
25936, 94, 46, 1
25937, 98, 34, 1
25938, 104, 48, 1
25939, 96, 34, 1
25940, 92, 40, 1
25941, 102, 46, 1
25942, 98, 36, 1
25943, 108, 50, 1
25944, 106, 36, 1
25945, 98, 40, 1
25946, 96, 46, 1
25947, 100, 50, 1
25948, 92, 38, 1
25949, 102, 40, 1
25950, 102, 36, 1
25951, 102, 36, 1
25952, 106, 40, 1
25953, 98, 34, 1
25954, 98, 42, 1
25955, 100, 40, 1
25956, 96, 42, 1
25957, 108, 40, 1
25958, 92, 26, 1
25959, 98, 40, 1
25960, 88, 38, 1
25961, 92, 40, 1
25962, 86, 40, 1
25963, 98, 30, 1
25964, 86, 34, 1
25965, 104, 36, 1
25966, 92, 28, 1
25967, 94, 36, 1
25968, 100, 36, 1
25969, 98, 54, 1
25970, 104, 38, 1
25971, 108, 50, 1
25972, 104, 42, 1
25973, 100, 36, 1
25974, 110, 46, 1
25975, 102, 52, 1
25976, 104, 36, 1
25977, 118, 54, 1
25978, 94, 28, 1
25979, 92, 44, 1
25980, 98, 54, 1
25981, 114, 42, 1
25982, 88, 32, 1
25983, 94, 46, 1
25984, 92, 38, 1
25985, 84, 38, 1
25986, 96, 42, 1
25987, 94, 46, 1
25988, 90, 36, 1
25989, 92, 36, 1
25990, 118, 42, 1
25991, 88, 36, 1
25992, 94, 32, 1
25993, 100, 52, 1
25994, 92, 38, 1
25995, 88, 42, 1
25996, 100, 40, 1
25997, 96, 34, 1
25998, 96, 40, 1
25999, 88, 38, 1
26000, 102, 40, 1
26001, 98, 38, 1
26002, 98, 36, 1
26003, 88, 36, 1
26004, 82, 38, 1
26005, 88, 34, 1
26006, 110, 50, 1
26007, 94, 42, 1
26008, 96, 50, 1
26009, 98, 46, 1
26010, 98, 38, 1
26011, 88, 40, 1
26012, 104, 44, 1
26013, 92, 34, 1
26014, 84, 34, 1
26015, 90, 44, 1
26016, 92, 40, 1
26017, 86, 30, 1
26018, 102, 42, 1
26019, 94, 38, 1
26020, 106, 42, 1
26021, 96, 50, 1
26022, 92, 30, 1
26023, 98, 36, 1
26024, 86, 34, 1
26025, 96, 32, 1
26026, 120, 50, 1
26027, 98, 50, 1
26028, 88, 42, 1
26029, 90, 38, 1
26030, 92, 38, 1
26031, 96, 26, 1
26032, 86, 38, 1
26033, 78, 30, 1
26034, 98, 40, 1
26035, 100, 46, 1
26036, 102, 32, 1
26037, 100, 44, 1
26038, 104, 46, 1
26039, 98, 32, 1
26040, 102, 40, 1
26041, 110, 42, 1
26042, 94, 36, 1
26043, 80, 32, 1
26044, 96, 48, 1
26045, 96, 36, 1
26046, 90, 40, 1
26047, 108, 48, 1
26048, 88, 44, 1
26049, 94, 34, 1
26050, 96, 34, 1
26051, 92, 30, 1
26052, 100, 36, 1
26053, 114, 38, 1
26054, 96, 40, 1
26055, 104, 36, 1
26056, 86, 50, 1
26057, 120, 46, 1
26058, 90, 24, 1
26059, 90, 48, 1
26060, 82, 32, 1
26061, 106, 40, 1
26062, 80, 26, 1
26063, 90, 40, 1
26064, 88, 28, 1
26065, 100, 36, 1
26066, 104, 36, 1
26067, 90, 34, 1
26068, 104, 42, 1
26069, 100, 36, 1
26070, 96, 42, 1
26071, 88, 34, 1
26072, 98, 40, 1
26073, 100, 40, 1
26074, 98, 34, 1
26075, 108, 40, 1
26076, 94, 38, 1
26077, 104, 52, 1
26078, 88, 32, 1
26079, 92, 40, 1
26080, 96, 42, 1
26081, 90, 26, 1
26082, 94, 46, 1
26083, 102, 48, 1
26084, 102, 44, 1
26085, 92, 26, 1
26086, 90, 40, 1
26087, 86, 42, 1
26088, 96, 44, 1
26089, 86, 42, 1
26090, 112, 50, 1
26091, 88, 30, 1
26092, 88, 32, 1
26093, 100, 34, 1
26094, 94, 38, 1
26095, 100, 40, 1
26096, 94, 46, 1
26097, 98, 38, 1
26098, 92, 40, 1
26099, 96, 34, 1
26100, 94, 32, 1
26101, 102, 50, 1
26102, 88, 42, 1
26103, 96, 38, 1
26104, 106, 36, 1
26105, 94, 38, 1
26106, 102, 36, 1
26107, 96, 36, 1
26108, 96, 40, 1
26109, 106, 38, 0
26110, 96, 32, 1
26111, 92, 40, 1
26112, 96, 40, 1
26113, 102, 30, 1
26114, 84, 42, 1
26115, 92, 30, 1
26116, 100, 38, 1
26117, 96, 44, 1
26118, 88, 34, 1
26119, 84, 34, 1
26120, 94, 36, 1
26121, 100, 34, 1
26122, 98, 38, 1
26123, 94, 48, 1
26124, 90, 30, 1
26125, 104, 40, 1
26126, 104, 44, 1
26127, 92, 44, 1
26128, 92, 38, 1
26129, 90, 32, 1
26130, 98, 44, 1
26131, 90, 32, 1
26132, 98, 38, 1
26133, 88, 40, 1
26134, 98, 38, 1
26135, 96, 38, 1
26136, 88, 30, 1
26137, 92, 28, 1
26138, 94, 46, 1
26139, 90, 34, 1
26140, 102, 40, 1
26141, 88, 36, 1
26142, 98, 48, 1
26143, 86, 36, 1
26144, 112, 50, 1
26145, 92, 36, 1
26146, 96, 40, 1
26147, 108, 48, 1
26148, 102, 32, 1
26149, 96, 30, 1
26150, 92, 32, 1
26151, 100, 46, 1
26152, 108, 38, 1
26153, 98, 46, 1
26154, 96, 34, 1
26155, 100, 40, 1
26156, 100, 36, 1
26157, 106, 46, 1
26158, 80, 22, 1
26159, 94, 50, 1
26160, 110, 40, 1
26161, 104, 40, 1
26162, 116, 44, 1
26163, 104, 38, 1
26164, 102, 40, 1
26165, 108, 48, 1
26166, 88, 32, 1
26167, 100, 36, 1
26168, 86, 38, 1
26169, 88, 38, 1
26170, 84, 36, 1
26171, 92, 34, 1
26172, 94, 36, 1
26173, 96, 40, 1
26174, 92, 42, 1
26175, 94, 42, 1
26176, 88, 26, 1
26177, 92, 42, 1
26178, 90, 36, 1
26179, 94, 44, 1
26180, 102, 40, 1
26181, 102, 34, 1
26182, 98, 32, 1
26183, 96, 40, 1
26184, 106, 44, 1
26185, 94, 32, 1
26186, 96, 46, 1
26187, 92, 34, 1
26188, 84, 34, 1
26189, 100, 42, 1
26190, 100, 34, 1
26191, 106, 50, 1
26192, 88, 34, 1
26193, 88, 46, 1
26194, 80, 28, 1
26195, 94, 38, 1
26196, 100, 32, 1
26197, 108, 42, 1
26198, 88, 38, 1
26199, 82, 34, 1
26200, 88, 42, 1
26201, 84, 34, 1
26202, 88, 36, 1
26203, 86, 42, 1
26204, 90, 34, 1
26205, 86, 32, 1
26206, 92, 34, 1
26207, 94, 44, 1
26208, 94, 44, 1
26209, 90, 26, 1
26210, 112, 54, 1
26211, 88, 36, 1
26212, 90, 28, 1
26213, 106, 42, 1
26214, 96, 44, 1
26215, 100, 32, 1
26216, 106, 42, 1
26217, 96, 46, 1
26218, 78, 32, 1
26219, 98, 42, 1
26220, 106, 42, 1
26221, 96, 34, 1
26222, 110, 40, 1
26223, 90, 28, 1
26224, 96, 34, 1
26225, 102, 46, 1
26226, 94, 40, 1
26227, 90, 38, 1
26228, 96, 36, 1
26229, 90, 30, 1
26230, 90, 44, 1
26231, 96, 48, 1
26232, 86, 36, 1
26233, 106, 48, 1
26234, 86, 32, 1
26235, 102, 44, 1
26236, 108, 42, 1
26237, 116, 54, 1
26238, 96, 36, 1
26239, 96, 38, 1
26240, 90, 42, 1
26241, 84, 44, 1
26242, 92, 46, 1
26243, 98, 40, 1
26244, 100, 40, 1
26245, 114, 60, 1
26246, 110, 44, 1
26247, 92, 36, 1
26248, 94, 40, 1
26249, 84, 38, 1
26250, 88, 38, 1
26251, 100, 52, 1
26252, 88, 42, 1
26253, 92, 44, 1
26254, 106, 40, 1
26255, 104, 40, 1
26256, 94, 40, 1
26257, 80, 34, 1
26258, 94, 32, 1
26259, 106, 38, 1
26260, 88, 42, 1
26261, 86, 38, 1
26262, 112, 44, 1
26263, 100, 34, 1
26264, 108, 42, 1
26265, 106, 38, 1
26266, 94, 40, 1
26267, 106, 40, 1
26268, 94, 42, 1
26269, 120, 50, 1
26270, 96, 46, 1
26271, 106, 44, 1
26272, 92, 30, 1
26273, 96, 42, 1
26274, 112, 40, 1
26275, 94, 46, 1
26276, 108, 52, 1
26277, 96, 48, 1
26278, 98, 30, 1
26279, 98, 30, 1
26280, 86, 26, 1
26281, 106, 40, 1
26282, 96, 40, 1
26283, 90, 30, 1
26284, 102, 44, 1
26285, 94, 42, 1
26286, 100, 42, 1
26287, 90, 32, 1
26288, 88, 28, 1
26289, 106, 50, 1
26290, 90, 32, 1
26291, 86, 40, 1
26292, 104, 48, 1
26293, 90, 44, 1
26294, 98, 42, 1
26295, 84, 28, 1
26296, 102, 40, 1
26297, 90, 40, 1
26298, 98, 36, 1
26299, 104, 48, 1
26300, 88, 34, 1
26301, 96, 44, 1
26302, 112, 40, 1
26303, 100, 46, 1
26304, 98, 36, 1
26305, 106, 28, 1
26306, 98, 32, 1
26307, 106, 36, 1
26308, 94, 34, 1
26309, 84, 34, 1
26310, 92, 36, 1
26311, 92, 36, 1
26312, 98, 40, 1
26313, 86, 28, 1
26314, 92, 40, 1
26315, 102, 42, 1
26316, 96, 46, 1
26317, 92, 40, 1
26318, 94, 36, 1
26319, 110, 46, 1
26320, 86, 36, 1
26321, 80, 28, 1
26322, 102, 34, 1
26323, 96, 44, 1
26324, 94, 42, 1
26325, 102, 42, 1
26326, 104, 32, 1
26327, 114, 44, 1
26328, 106, 34, 1
26329, 102, 38, 1
26330, 92, 32, 1
26331, 100, 44, 1
26332, 84, 30, 1
26333, 106, 42, 1
26334, 90, 38, 1
26335, 110, 42, 1
26336, 92, 40, 1
26337, 106, 50, 1
26338, 108, 42, 1
26339, 82, 30, 1
26340, 108, 38, 1
26341, 96, 52, 1
26342, 92, 40, 1
26343, 106, 40, 1
26344, 94, 32, 1
26345, 102, 36, 1
26346, 104, 42, 1
26347, 86, 38, 1
26348, 100, 40, 1
26349, 96, 32, 1
26350, 90, 30, 1
26351, 94, 46, 1
26352, 92, 48, 1
26353, 92, 34, 1
26354, 102, 42, 1
26355, 78, 28, 1
26356, 98, 42, 1
26357, 90, 28, 1
26358, 98, 36, 1
26359, 96, 34, 1
26360, 96, 50, 1
26361, 98, 36, 1
26362, 96, 36, 1
26363, 100, 46, 1
26364, 104, 36, 1
26365, 102, 42, 1
26366, 100, 30, 1
26367, 98, 44, 1
26368, 96, 42, 1
26369, 98, 26, 1
26370, 90, 36, 1
26371, 92, 34, 1
26372, 92, 32, 1
26373, 82, 34, 1
26374, 98, 46, 1
26375, 92, 36, 1
26376, 102, 36, 1
26377, 98, 34, 1
26378, 116, 48, 1
26379, 86, 34, 1
26380, 88, 36, 1
26381, 102, 40, 1
26382, 86, 34, 1
26383, 98, 34, 1
26384, 108, 40, 1
26385, 106, 48, 1
26386, 96, 38, 1
26387, 100, 40, 1
26388, 124, 48, 1
26389, 104, 38, 1
26390, 90, 46, 1
26391, 90, 32, 1
26392, 96, 32, 1
26393, 84, 26, 1
26394, 104, 40, 1
26395, 90, 20, 1
26396, 98, 38, 1
26397, 92, 38, 1
26398, 102, 36, 1
26399, 92, 36, 1
26400, 94, 34, 1
26401, 94, 38, 1
26402, 80, 32, 1
26403, 92, 30, 1
26404, 94, 42, 1
26405, 94, 38, 1
26406, 104, 38, 1
26407, 94, 36, 1
26408, 84, 26, 1
26409, 94, 44, 1
26410, 110, 56, 1
26411, 86, 42, 1
26412, 102, 40, 1
26413, 94, 38, 1
26414, 96, 44, 1
26415, 96, 40, 1
26416, 112, 38, 1
26417, 104, 34, 1
26418, 116, 48, 1
26419, 92, 46, 1
26420, 98, 40, 1
26421, 116, 46, 1
26422, 94, 38, 1
26423, 108, 46, 1
26424, 94, 44, 1
26425, 92, 30, 1
26426, 110, 48, 1
26427, 96, 38, 1
26428, 100, 36, 1
26429, 96, 48, 1
26430, 92, 38, 1
26431, 88, 38, 1
26432, 84, 44, 1
26433, 90, 32, 1
26434, 96, 40, 1
26435, 94, 38, 1
26436, 108, 48, 1
26437, 96, 48, 1
26438, 106, 44, 1
26439, 86, 32, 1
26440, 122, 48, 1
26441, 98, 38, 1
26442, 94, 34, 1
26443, 88, 40, 1
26444, 92, 42, 1
26445, 118, 42, 1
26446, 82, 34, 1
26447, 92, 42, 1
26448, 104, 48, 1
26449, 98, 34, 1
26450, 88, 38, 1
26451, 98, 42, 1
26452, 84, 32, 1
26453, 110, 46, 1
26454, 102, 40, 1
26455, 94, 36, 1
26456, 94, 50, 1
26457, 108, 60, 1
26458, 90, 36, 1
26459, 84, 28, 1
26460, 100, 32, 1
26461, 92, 32, 1
26462, 90, 40, 1
26463, 96, 42, 1
26464, 120, 54, 1
26465, 102, 36, 1
26466, 94, 40, 1
26467, 92, 40, 1
26468, 88, 38, 1
26469, 94, 30, 1
26470, 104, 44, 1
26471, 100, 50, 1
26472, 92, 42, 1
26473, 100, 30, 1
26474, 104, 48, 1
26475, 90, 36, 1
26476, 94, 40, 1
26477, 94, 34, 1
26478, 94, 42, 1
26479, 104, 42, 1
26480, 94, 42, 1
26481, 100, 44, 1
26482, 92, 30, 1
26483, 88, 38, 1
26484, 84, 30, 1
26485, 104, 36, 1
26486, 92, 26, 1
26487, 88, 42, 1
26488, 84, 36, 1
26489, 94, 36, 1
26490, 88, 50, 1
26491, 86, 36, 1
26492, 90, 32, 1
26493, 100, 40, 1
26494, 88, 32, 1
26495, 106, 50, 1
26496, 92, 32, 1
26497, 96, 34, 1
26498, 86, 32, 1
26499, 110, 44, 1
26500, 96, 40, 1
26501, 112, 48, 1
26502, 84, 38, 1
26503, 98, 34, 1
26504, 100, 44, 1
26505, 88, 40, 1
26506, 88, 36, 1
26507, 100, 30, 1
26508, 98, 40, 1
26509, 102, 38, 1
26510, 112, 36, 1
26511, 102, 46, 1
26512, 104, 36, 1
26513, 96, 42, 1
26514, 92, 42, 1
26515, 100, 32, 1
26516, 104, 36, 1
26517, 96, 46, 1
26518, 92, 36, 1
26519, 96, 38, 1
26520, 84, 36, 1
26521, 108, 40, 1
26522, 102, 42, 1
26523, 94, 38, 1
26524, 94, 40, 1
26525, 90, 48, 1
26526, 94, 38, 1
26527, 112, 56, 1
26528, 102, 38, 1
26529, 96, 30, 1
26530, 96, 38, 1
26531, 120, 50, 1
26532, 90, 34, 1
26533, 94, 40, 1
26534, 94, 34, 1
26535, 90, 36, 1
26536, 86, 36, 1
26537, 88, 32, 1
26538, 92, 36, 1
26539, 94, 38, 1
26540, 86, 38, 1
26541, 86, 34, 1
26542, 88, 36, 1
26543, 86, 44, 1
26544, 98, 36, 1
26545, 94, 28, 1
26546, 90, 38, 1
26547, 98, 46, 1
26548, 90, 26, 1
26549, 82, 24, 1
26550, 124, 46, 1
26551, 100, 40, 1
26552, 104, 42, 1
26553, 84, 30, 1
26554, 88, 28, 1
26555, 94, 38, 1
26556, 98, 38, 1
26557, 96, 36, 1
26558, 102, 30, 1
26559, 106, 44, 1
26560, 90, 32, 1
26561, 98, 44, 1
26562, 98, 44, 1
26563, 90, 22, 1
26564, 90, 34, 1
26565, 102, 32, 1
26566, 94, 46, 1
26567, 94, 42, 1
26568, 104, 36, 1
26569, 88, 34, 1
26570, 84, 34, 1
26571, 102, 42, 1
26572, 96, 40, 1
26573, 86, 42, 1
26574, 90, 42, 1
26575, 110, 34, 1
26576, 100, 40, 1
26577, 108, 48, 1
26578, 94, 42, 1
26579, 98, 40, 1
26580, 98, 42, 1
26581, 102, 52, 1
26582, 108, 52, 1
26583, 98, 44, 1
26584, 100, 42, 1
26585, 90, 32, 1
26586, 92, 38, 1
26587, 90, 38, 1
26588, 98, 38, 1
26589, 100, 36, 1
26590, 104, 40, 1
26591, 96, 40, 1
26592, 104, 40, 1
26593, 90, 32, 1
26594, 102, 36, 1
26595, 106, 50, 1
26596, 86, 32, 1
26597, 96, 38, 1
26598, 90, 34, 1
26599, 98, 28, 1
26600, 98, 42, 1
26601, 106, 40, 1
26602, 82, 40, 1
26603, 98, 40, 1
26604, 98, 38, 1
26605, 100, 34, 1
26606, 88, 32, 1
26607, 94, 38, 1
26608, 96, 46, 1
26609, 88, 38, 1
26610, 88, 38, 1
26611, 102, 38, 1
26612, 94, 32, 1
26613, 90, 40, 1
26614, 84, 44, 1
26615, 92, 36, 1
26616, 98, 44, 1
26617, 100, 34, 1
26618, 88, 26, 1
26619, 88, 40, 1
26620, 98, 42, 1
26621, 108, 36, 1
26622, 96, 34, 1
26623, 100, 34, 1
26624, 102, 40, 1
26625, 94, 36, 1
26626, 104, 34, 1
26627, 92, 28, 1
26628, 106, 42, 1
26629, 94, 44, 1
26630, 98, 40, 1
26631, 90, 22, 1
26632, 86, 38, 1
26633, 104, 40, 1
26634, 90, 38, 1
26635, 104, 42, 1
26636, 92, 36, 1
26637, 94, 38, 1
26638, 92, 46, 1
26639, 98, 40, 1
26640, 92, 32, 1
26641, 90, 38, 1
26642, 98, 34, 1
26643, 110, 34, 1
26644, 100, 46, 1
26645, 100, 46, 1
26646, 120, 50, 1
26647, 90, 36, 1
26648, 104, 44, 1
26649, 90, 32, 1
26650, 98, 28, 1
26651, 108, 44, 1
26652, 110, 32, 1
26653, 102, 40, 1
26654, 102, 44, 1
26655, 88, 38, 1
26656, 92, 40, 1
26657, 88, 32, 1
26658, 112, 48, 1
26659, 100, 40, 1
26660, 98, 34, 1
26661, 88, 34, 1
26662, 100, 46, 1
26663, 106, 40, 1
26664, 102, 40, 1
26665, 102, 54, 1
26666, 84, 32, 1
26667, 88, 38, 1
26668, 96, 30, 1
26669, 96, 44, 1
26670, 98, 44, 1
26671, 84, 24, 1
26672, 92, 30, 1
26673, 106, 50, 1
26674, 94, 36, 1
26675, 102, 40, 1
26676, 92, 34, 0
26677, 96, 30, 1
26678, 98, 36, 1
26679, 100, 36, 1
26680, 84, 22, 1
26681, 106, 36, 1
26682, 92, 46, 1
26683, 110, 52, 1
26684, 100, 32, 1
26685, 114, 50, 1
26686, 90, 34, 1
26687, 98, 30, 1
26688, 94, 38, 1
26689, 98, 36, 1
26690, 86, 44, 1
26691, 90, 40, 1
26692, 92, 46, 1
26693, 88, 36, 1
26694, 100, 44, 1
26695, 100, 38, 1
26696, 90, 32, 1
26697, 102, 40, 1
26698, 118, 46, 1
26699, 104, 50, 1
26700, 84, 26, 1
26701, 110, 46, 1
26702, 100, 38, 1
26703, 88, 38, 1
26704, 86, 34, 1
26705, 94, 34, 1
26706, 98, 32, 1
26707, 96, 50, 1
26708, 108, 52, 1
26709, 98, 44, 1
26710, 86, 40, 1
26711, 98, 42, 1
26712, 92, 32, 1
26713, 94, 48, 1
26714, 100, 38, 1
26715, 102, 38, 1
26716, 86, 36, 1
26717, 108, 40, 1
26718, 110, 46, 1
26719, 100, 46, 1
26720, 88, 38, 1
26721, 88, 40, 1
26722, 108, 46, 1
26723, 94, 36, 1
26724, 102, 44, 1
26725, 106, 42, 1
26726, 100, 38, 1
26727, 100, 36, 1
26728, 114, 46, 1
26729, 98, 36, 1
26730, 102, 32, 1
26731, 94, 32, 1
26732, 92, 36, 1
26733, 88, 40, 1
26734, 92, 36, 1
26735, 100, 32, 1
26736, 104, 42, 1
26737, 96, 42, 1
26738, 96, 38, 1
26739, 112, 42, 1
26740, 90, 32, 1
26741, 100, 28, 1
26742, 102, 46, 1
26743, 104, 48, 1
26744, 94, 42, 1
26745, 94, 42, 1
26746, 88, 34, 1
26747, 88, 38, 1
26748, 90, 32, 1
26749, 98, 40, 1
26750, 96, 38, 1
26751, 102, 46, 1
26752, 106, 54, 1
26753, 104, 42, 1
26754, 112, 42, 1
26755, 104, 38, 1
26756, 96, 44, 1
26757, 120, 54, 1
26758, 88, 26, 1
26759, 98, 32, 1
26760, 110, 54, 1
26761, 86, 34, 1
26762, 98, 32, 1
26763, 90, 38, 1
26764, 100, 42, 1
26765, 98, 36, 1
26766, 112, 40, 1
26767, 102, 44, 1
26768, 110, 46, 1
26769, 86, 38, 1
26770, 102, 44, 1
26771, 94, 34, 1
26772, 112, 52, 1
26773, 82, 22, 1
26774, 100, 40, 1
26775, 92, 32, 1
26776, 82, 28, 1
26777, 106, 50, 1
26778, 90, 36, 1
26779, 102, 42, 1
26780, 94, 42, 1
26781, 98, 36, 1
26782, 100, 50, 1
26783, 90, 30, 1
26784, 106, 50, 1
26785, 98, 38, 1
26786, 94, 40, 1
26787, 90, 34, 1
26788, 102, 52, 1
26789, 98, 26, 1
26790, 96, 42, 1
26791, 92, 34, 1
26792, 96, 50, 1
26793, 104, 36, 1
26794, 98, 32, 1
26795, 94, 44, 1
26796, 100, 50, 1
26797, 110, 40, 1
26798, 96, 36, 1
26799, 84, 28, 1
26800, 92, 40, 1
26801, 82, 26, 1
26802, 94, 50, 1
26803, 108, 46, 1
26804, 90, 34, 1
26805, 110, 38, 1
26806, 98, 32, 1
26807, 94, 34, 1
26808, 96, 44, 1
26809, 102, 40, 1
26810, 98, 28, 1
26811, 86, 24, 1
26812, 92, 42, 1
26813, 88, 32, 1
26814, 94, 34, 1
26815, 88, 32, 1
26816, 90, 32, 1
26817, 94, 32, 1
26818, 112, 44, 1
26819, 92, 32, 1
26820, 90, 36, 1
26821, 108, 38, 1
26822, 88, 28, 1
26823, 100, 36, 1
